标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
碧桂园天玺，好楼层，四朝南，户型方正，全天采光,碧桂园天玺 ,南闸街道, 170万,"11,971元/平",4室2厅 , 142.02平米 , 南 , 简装 , 高楼层,共18层, 板楼
刚交付品质小区 毛坯 采光无影响 户型方正,碧桂园·翡翠湾 ,澄江街道, 180万,"13,236元/平",3室2厅 , 136平米 , 南 , 精装 , 高楼层,共34层, 暂无数据
云新二村 3室2厅 南,云新二村 ,云亭街道, 120.8万,"9,254元/平",3室2厅 , 130.55平米 , 南 , 精装 , 中楼层,共6层, 板塔结合
两室两厅一卫，精装，拎包入住！,尚海荟 ,澄江街道, 155万,"18,234元/平",2室1厅 , 85.01平米 , 南 , 精装 , 高楼层,共18层, 暂无数据
次新品质小区 开发商精装 户型方正 位置好,碧桂园·翡翠湾 ,澄江街道, 189万,"13,896元/平",3室2厅 , 136.02平米 , 南 , 精装 , 中楼层,共33层, 暂无数据
中间位置，南北阳台，户型通透，高楼层，采光好,澄堡 ,澄江街道, 215万,"12,689元/平",3室1厅 , 169.45平米 , 南 北 , 毛坯 , 高楼层,共39层, 板塔结合
雅盛城市嘉园东区，采光不遮挡，看房方便,雅盛城市嘉园 ,澄江街道, 149.8万,"14,970元/平",2室1厅 , 100.07平米 , 南 , 精装 , 低楼层,共25层, 板楼
弘阳昕悦府 小三房 采光足 楼层号 通透,弘阳昕悦府 ,云亭街道, 70万,"7,431元/平",3室2厅 , 94.2平米 , 南 , 毛坯 , 中楼层,共34层, 板塔结合
此房满五，纯毛坯，成熟小区，环境好配齐全,金科·東方大院 ,云亭街道, 170万,"11,185元/平",4室2厅 , 152平米 , 南 北 , 毛坯 , 中楼层,共28层, 板楼
一房两厅一厨一卫，满五精致小户型,阳光假日花园 ,澄江街道, 89.8万,"14,731元/平",1室2厅 , 60.96平米 , 南 , 精装 , 低楼层,共18层, 板塔结合
南北通风格局，户型方正，采光好，毛坯交付,碧桂园·翡翠湾 ,澄江街道, 165万,"13,722元/平",3室2厅 , 120.25平米 , 南 , 毛坯 , 中楼层,共18层, 板楼
碧桂园·翡翠湾 3室2厅 南,碧桂园·翡翠湾 ,澄江街道, 205万,"17,373元/平",3室2厅 , 118平米 , 南 , 精装 , 高楼层,共18层, 暂无数据
三朝南户型，视野好，位置佳，采光充足,阳光假日花园 ,澄江街道, 190万,"14,444元/平",3室2厅 , 131.55平米 , 南 , 毛坯 , 高楼层,共18层, 板塔结合
石牌二村 精装房 拎包入住 业主诚心出售,石牌二村 ,高新区, 68万,"7,033元/平",2室1厅 , 96.69平米 , 南 , 精装 , 中楼层,共6层, 暂无数据
采光好，带朝南大车库，房东诚心售卖,双牌一村 ,高新区, 53万,"7,477元/平",2室1厅 , 70.89平米 , 南 , 简装 , 高楼层,共6层, 暂无数据
碧桂园精装大三房 品牌家电家具楼层好 位置好,江阴碧桂园白鹭湾 ,高新区, 135万,"10,547元/平",3室2厅 , 128平米 , 南 , 精装 , 中楼层,共28层, 塔楼
蟠龙华都两居室 小区前排位置 开窗即是公园 全天采光,蟠龙华都 ,高新区, 73万,"8,408元/平",2室2厅 , 86.83平米 , 南 , 简装 , 中楼层,共17层, 暂无数据
此房视野开阔、采光好，配套齐全，出行便利,金童一村 ,高新区, 82万,"8,681元/平",2室1厅 , 94.46平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
此房户型格局合理，楼层居中，地理位置好,南苑二村 ,高新区, 69.8万,"7,348元/平",2室1厅 , 95平米 , 南 北 , 精装 , 中楼层,共6层, 板塔结合
江阴阳光假日看房方便有钥匙随时可看,阳光假日花园 ,澄江街道, 170万,"13,065元/平",3室2厅 , 130.12平米 , 南 , 毛坯 , 高楼层,共18层, 板塔结合
上海花园 精装洋房 近大门口 看房随时,上海花园 ,高新区, 135万,"11,834元/平",3室2厅 , 114.08平米 , 南 , 精装 , 高楼层,共7层, 暂无数据
满二 全新未入住 开发商精装 楼层好采光足,江阴碧桂园白鹭湾 ,高新区, 139万,"10,875元/平",3室2厅 , 127.82平米 , 南 , 简装 , 中楼层,共30层, 塔楼
满两年，南北通透格局，位置好，采光好充足。,江阴碧桂园白鹭湾 ,高新区, 130万,"10,157元/平",3室2厅 , 128平米 , 南 北 , 精装 , 低楼层,共30层, 塔楼
精装洋房 户型方正 采光充足 楼层好 位置佳 南北通风,上海花园 ,高新区, 110万,"12,443元/平",3室2厅 , 88.41平米 , 南 北 , 精装 , 低楼层,共9层, 暂无数据
楼层位置好 采光无遮挡 精装修,江阴碧桂园白鹭湾 ,高新区, 108万,"10,717元/平",3室1厅 , 100.78平米 , 南 , 精装 , 高楼层,共32层, 塔楼
蟠龙山公园旁 带车库 精装修拎包入住 视野开阔,蟠龙华都 ,高新区, 78万,"7,394元/平",3室2厅 , 105.5平米 , 南 , 精装 , 低楼层,共17层, 暂无数据
碧桂园白鹭湾，户型方正，采光无遮挡,江阴碧桂园白鹭湾 ,高新区, 138万,"10,741元/平",3室2厅 , 128.49平米 , 南 , 精装 , 高楼层,共28层, 塔楼
精装修、楼层好采光足，户型方正看房方便,江阴碧桂园白鹭湾 ,高新区, 92万,"10,129元/平",2室1厅 , 90.83平米 , 南 , 精装 , 中楼层,共30层, 塔楼
高新区香樟公馆法式洋房 户型方正 采光充足 边户,香樟公馆 ,高新区, 138万,"9,394元/平",4室2厅 , 146.91平米 , 南 , 毛坯 , 低楼层,共8层, 暂无数据
此房户型格局合理，三开间朝南，带双阳台视野开阔,融创江南御园 ,高新区, 103.8万,"9,579元/平",4室2厅 , 108.37平米 , 南 北 , 毛坯 , 低楼层,共9层, 板塔结合
城东高新区 精装大三房 户型方正 中上楼层 视野开阔,天安城市花园 ,高新区, 130.8万,"9,880元/平",3室2厅 , 132.4平米 , 南 , 精装 , 高楼层,共18层, 暂无数据
城东高新区 天安珑宸二期 毛坯三房 全天采光 房龄新,天安城市花园 ,高新区, 100.8万,"9,633元/平",3室2厅 , 104.65平米 , 南 , 毛坯 , 高楼层,共18层, 暂无数据
天安数码城 简装 带车位  房龄新 看房方便 采光好,天安城市花园 ,高新区, 90万,"10,578元/平",2室2厅 , 85.09平米 , 南 , 简装 , 低楼层,共18层, 暂无数据
江阴阳光假日看房方便有钥匙随时可看,阳光假日花园 ,澄江街道, 170万,"13,065元/平",3室2厅 , 130.12平米 , 南 , 毛坯 , 高楼层,共18层, 板塔结合
此房视野开阔、采光好，配套齐全，出行便利,金童一村 ,高新区, 82万,"8,681元/平",2室1厅 , 94.46平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
采光好，带朝南大车库，房东诚心售卖,双牌一村 ,高新区, 53万,"7,477元/平",2室1厅 , 70.89平米 , 南 , 简装 , 高楼层,共6层, 暂无数据
此房户型格局合理，楼层居中，地理位置好,南苑二村 ,高新区, 69.8万,"7,348元/平",2室1厅 , 95平米 , 南 北 , 精装 , 中楼层,共6层, 板塔结合
金童一村，南北通风，楼层好采光充足，带大车库,金童一村 ,高新区, 73.8万,"7,769元/平",2室1厅 , 95平米 , 南 , 毛坯 , 高楼层,共6层, 暂无数据
高新区香樟公馆法式洋房 户型方正 采光充足 边户,香樟公馆 ,高新区, 138万,"9,394元/平",4室2厅 , 146.91平米 , 南 , 毛坯 , 低楼层,共8层, 暂无数据
此房户型格局合理，三开间朝南，带双阳台视野开阔,融创江南御园 ,高新区, 103.8万,"9,579元/平",4室2厅 , 108.37平米 , 南 北 , 毛坯 , 低楼层,共9层, 板塔结合
城东高新区 精装大三房 户型方正 中上楼层 视野开阔,天安城市花园 ,高新区, 130.8万,"9,880元/平",3室2厅 , 132.4平米 , 南 , 精装 , 高楼层,共18层, 暂无数据
此房户型方正 中间楼层 小区楼间距宽,天安城市花园 ,高新区, 98万,"11,255元/平",2室2厅 , 87.08平米 , 南 , 精装 , 中楼层,共18层, 平房
江南御园采光好，南北通风，户型格局方正,融创江南御园 ,高新区, 101.3万,"9,308元/平",4室2厅 , 108.84平米 , 南 北 , 毛坯 , 低楼层,共11层, 板塔结合
碧桂园白鹭湾，户型方正，采光无遮挡,江阴碧桂园白鹭湾 ,高新区, 138万,"10,741元/平",3室2厅 , 128.49平米 , 南 , 精装 , 高楼层,共28层, 塔楼
精装修、楼层好采光足，户型方正看房方便,江阴碧桂园白鹭湾 ,高新区, 92万,"10,129元/平",2室1厅 , 90.83平米 , 南 , 精装 , 中楼层,共30层, 塔楼
小区首排，毛坯自装，带三菱ZY空调，地暖，车位,江阴碧桂园白鹭湾 ,高新区, 165万,"11,533元/平",4室2厅 , 143.07平米 , 南 , 精装 , 低楼层,共32层, 塔楼
江南御园洋房1楼自带露天大花园,融创江南御园 ,高新区, 128万,"11,356元/平",4室2厅 , 112.72平米 , 南 , 毛坯 , 低楼层,共11层, 板塔结合
山观吉麦隆旁 南苑六村电梯房 房龄新 带车位 视野开阔,南苑六村 ,高新区, 109万,"6,854元/平",3室2厅 , 159.05平米 , 南 , 毛坯 , 中楼层,共24层, 板塔结合
此房户型格局合理，精装修，拎包入住,天安城市花园 ,高新区, 130万,"9,115元/平",3室2厅 , 142.63平米 , 南 北 , 精装 , 低楼层,共18层, 暂无数据
蟠龙湾精装三居室 品牌家具家电 拎包入住 好位置,蟠龙湾 ,高新区, 120.8万,"11,223元/平",3室2厅 , 107.64平米 , 南 , 精装 , 低楼层,共13层, 板塔结合
蟠龙湾公园旁融创江南御园中低楼层诚心出售,融创江南御园 ,高新区, 135万,"12,096元/平",4室1厅 , 111.61平米 , 南 , 毛坯 , 低楼层,共9层, 板塔结合
精装修、楼层视野开阔，户型方正看房方便,江阴碧桂园白鹭湾 ,高新区, 298万,"11,038元/平",5室2厅 , 269.98平米 , 南 , 简装 , 低楼层,共30层, 塔楼
精装修，拎包入住，采光无遮挡，配套齐全，交通便利。,金童一村 ,高新区, 83万,"13,927元/平",2室1厅 , 59.6平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
三开间朝南洋房 楼层佳 前方无遮挡,融创江南御园 ,高新区, 88万,"8,086元/平",4室2厅 , 108.84平米 , 南 , 毛坯 , 中楼层,共11层, 板塔结合
蟠龙湾公园旁洋房得房率高 南北通风 高品质小区,融创江南御园 ,高新区, 98万,"9,005元/平",4室2厅 , 108.84平米 , 南 , 毛坯 , 低楼层,共11层, 板塔结合
城东高新区 沿街小区 纯毛坯三室 位置很好,蟠龙湾 ,高新区, 106万,"9,906元/平",2室2厅 , 107.01平米 , 南 , 毛坯 , 低楼层,共13层, 塔楼
南苑五村毛坯三居室南北通风，楼层好位置佳，带大车库,南苑五村 ,高新区, 70.8万,"7,484元/平",2室1厅 , 94.61平米 , 南 , 毛坯 , 高楼层,共6层, 板楼
城东高新区 蟠龙湾精装三居室 一楼带院子 位置好,蟠龙湾 ,高新区, 175万,"11,844元/平",3室2厅 , 147.76平米 , 南 , 精装 , 低楼层,共13层, 暂无数据
城东高新区，山观龙庭商品房，婚房现代装修，带车位,龍庭花苑 ,高新区, 162.8万,"11,194元/平",4室2厅 , 145.44平米 , 南 , 精装 , 高楼层,共26层, 板塔结合
蟠龙湾花园中间楼层精装修拎包入住诚心出售,蟠龙湾 ,高新区, 73.8万,"8,132元/平",2室2厅 , 90.76平米 , 南 , 精装 , 中楼层,共9层, 板楼
蟠龙山公园旁 三开间朝南洋房 双阳台 中上楼层 视野好,融创江南御园 ,高新区, 136万,"10,550元/平",4室2厅 , 128.92平米 , 南 北 , 毛坯 , 高楼层,共9层, 板塔结合
双牌三村 小面积一居室 南北通风 价格可谈,双牌三村 ,高新区, 53.8万,"9,843元/平",1室1厅 , 54.66平米 , 南 北 , 简装 , 中楼层,共6层, 塔楼
全新毛坯   前后无遮挡采光佳，南北通风，户型方正,弘阳通银棠樾锦园 ,云亭街道, 93万,"8,594元/平",3室1厅 , 108.22平米 , 南 , 毛坯 , 低楼层,共25层, 暂无数据
满两年，南北通透格局，位置好，采光好充足。,江阴碧桂园白鹭湾 ,高新区, 130万,"10,157元/平",3室2厅 , 128平米 , 南 北 , 精装 , 低楼层,共30层, 塔楼
三开间朝南洋房 楼层佳 前方无遮挡,融创江南御园 ,高新区, 88万,"8,086元/平",4室2厅 , 108.84平米 , 南 , 毛坯 , 中楼层,共11层, 板塔结合
蟠龙湾花园中间楼层精装修拎包入住诚心出售,蟠龙湾 ,高新区, 73.8万,"8,132元/平",2室2厅 , 90.76平米 , 南 , 精装 , 中楼层,共9层, 板楼
城东高新区，纯法式洋房，绿城物业，下叠带前后花园！,香樟公馆 ,高新区, 298万,"12,897元/平",4室1厅 , 231.07平米 , 南 , 毛坯 , 低楼层,共1层, 暂无数据
蟠龙湾公园旁融创江南御园中低楼层诚心出售,融创江南御园 ,高新区, 135万,"12,096元/平",4室1厅 , 111.61平米 , 南 , 毛坯 , 低楼层,共9层, 板塔结合
精装修，拎包入住，采光无遮挡，配套齐全，交通便利。,金童一村 ,高新区, 83万,"13,927元/平",2室1厅 , 59.6平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
小区首排，毛坯自装，带三菱ZY空调，地暖，车位,江阴碧桂园白鹭湾 ,高新区, 165万,"11,533元/平",4室2厅 , 143.07平米 , 南 , 精装 , 低楼层,共32层, 塔楼
雅盛城市嘉园 2室1厅 南 北,雅盛城市嘉园 ,澄江街道, 130万,"12,521元/平",2室1厅 , 103.83平米 , 南 北 , 简装 , 高楼层,共27层, 板楼
西苑二村(南) 3室2厅 南 北,西苑二村(南) ,高新区, 100.8万,"7,431元/平",3室2厅 , 135.65平米 , 南 北 , 精装 , 中楼层,共6层, 暂无数据
蟠龙山公园旁 低密度洋房  得房率高,融创江南御园 ,高新区, 173万,"12,343元/平",4室2厅 , 140.17平米 , 南 , 毛坯 , 低楼层,共9层, 板塔结合
，精装修，拎包入住，配套齐全，交通便利,金童一村 ,高新区, 52.8万,"8,860元/平",1室1厅 , 59.6平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
城市嘉园全新毛坯，好楼层，采光不遮挡,雅盛城市嘉园 ,澄江街道, 160万,"11,985元/平",3室2厅 , 133.51平米 , 南 , 毛坯 , 高楼层,共25层, 板塔结合
白鹭湾小户型两房 全新装修 家具家电齐全 拎包即住,江阴碧桂园白鹭湾 ,高新区, 87万,"9,579元/平",2室1厅 , 90.83平米 , 南 , 简装 , 高楼层,共30层, 塔楼
香樟公馆南北通通风，视野开阔采光充足配套设施齐全,香樟公馆 ,高新区, 135万,"8,158元/平",3室1厅 , 165.5平米 , 南 , 毛坯 , 中楼层,共6层, 暂无数据
毛坯交付、四开间朝南、品质小区,碧桂园·翡翠湾 ,澄江街道, 210万,"14,579元/平",4室2厅 , 144.05平米 , 南 北 , 毛坯 , 高楼层,共18层, 暂无数据
银城长江赋精装拎包入住，位置好，全天采光无遮挡，，,银城·长江赋 ,高新区, 120万,"10,295元/平",3室2厅 , 116.57平米 , 南 , 精装 , 低楼层,共34层, 暂无数据
天安城市花园精装两居室中高楼层全天采光,天安城市花园 ,高新区, 85万,"9,740元/平",2室1厅 , 87.27平米 , 南 , 精装 , 高楼层,共18层, 暂无数据
西区商品房中间楼层 带装修可拎包住,雅盛城市嘉园 ,澄江街道, 172.8万,"13,742元/平",3室2厅 , 125.75平米 , 南 , 精装 , 中楼层,共27层, 塔楼
洋房精装品牌家具家电实用200多平唯一一套大平层房源,恒大帝景 ,澄江街道, 418.8万,"21,213元/平",4室2厅 , 197.43平米 , 南 , 精装 , 中楼层,共7层, 暂无数据
城东高新区 国企开发商 纯毛坯三房 中上楼层 视野开阔,天安城市花园 ,高新区, 93万,"8,895元/平",3室2厅 , 104.56平米 , 南 北 , 毛坯 , 中楼层,共18层, 暂无数据
三朝南 前排视野好 价格可谈 随时可看,恒大帝景 ,澄江街道, 170万,"13,475元/平",3室2厅 , 126.16平米 , 南 北 , 精装 , 高楼层,共33层, 板塔结合
精装修，拎包入住，采光无影响，楼间距大,阳光假日花园 ,澄江街道, 108万,"17,802元/平",1室2厅 , 60.67平米 , 南 , 精装 , 低楼层,共18层, 平房
精装修，四房，楼层好，视野好，出行方便,恒大帝景 ,澄江街道, 245.8万,"14,149元/平",3室2厅 , 173.73平米 , 南 , 精装 , 高楼层,共30层, 板楼
此房户型方正，，小区环境好，空气清新。人文素质.,雅盛城市嘉园 ,澄江街道, 162.8万,"12,342元/平",3室2厅 , 131.91平米 , 南 , 精装 , 低楼层,共27层, 平房
弘阳通银棠樾锦园 3室1厅 南,弘阳通银棠樾锦园 ,云亭街道, 85万,"8,624元/平",3室1厅 , 98.57平米 , 南 , 精装 , 低楼层,共26层, 暂无数据
中高区视野好，南北通风，纯毛坯，方便打造百变空间,澄堡 ,澄江街道, 200万,"15,008元/平",3室2厅 , 133.27平米 , 南 , 毛坯 , 高楼层,共34层, 板楼
品质小区 毛坯 东边户 采光无影响 户型方正,碧桂园·翡翠湾 ,澄江街道, 248万,"17,182元/平",4室2厅 , 144.34平米 , 南 , 毛坯 , 高楼层,共18层, 暂无数据
小区环境很好，物业管理很好...........,恒大帝景 ,澄江街道, 143.8万,"11,542元/平",3室2厅 , 124.59平米 , 南 , 精装 , 低楼层,共22层, 塔楼
精装 户型方正 楼层位置好 全天有采光,丽岛华都北区 ,澄江街道, 125万,"10,033元/平",2室2厅 , 124.59平米 , 南 , 简装 , 低楼层,共23层, 板楼
通天然气的商品房，精装修，拎包入住，户型方正,丽岛华都北区 ,澄江街道, 62.8万,"13,694元/平",1室1厅 , 45.86平米 , 南 北 , 精装 , 低楼层,共24层, 板楼
澄堡    楼层好   采光好,澄堡 ,澄江街道, 159.8万,"16,342元/平",2室2厅 , 97.79平米 , 南 北 , 毛坯 , 高楼层,共34层, 板楼
南北通风格局，采光好，配套成熟，交通出行方便,丽岛华都北区 ,澄江街道, 168万,"11,873元/平",3室2厅 , 141.5平米 , 南 , 精装 , 低楼层,共15层, 板楼
中上楼层，全天采光，重新装修有档次~,恒大帝景 ,澄江街道, 198万,"15,607元/平",3室2厅 , 126.87平米 , 南 , 精装 , 中楼层,共33层, 板塔结合
楼层好，采光佳，视野开阔，精装修，南北朝向,恒大帝景 ,澄江街道, 195万,"13,266元/平",4室2厅 , 147平米 , 南 , 简装 , 中楼层,共33层, 板塔结合
城东高新区，银城精装洋房，中上楼层前排位置好！,银城·长江赋 ,高新区, 158万,"12,391元/平",4室2厅 , 127.52平米 , 南 , 精装 , 高楼层,共11层, 暂无数据
