标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
新出房源，价格可谈，户型方正旁边配套完善，祥育苑,祥育苑 ,堰桥, 110万,"12,037元/平",2室2厅 , 91.39平米 , 南 北 , 精装 , 中楼层,共6层, 板楼
菜场里 3房朝南 采光好 满5年,菜场里 ,钱桥, 125万,"9,111元/平",3室2厅 , 137.21平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
金惠苑 三房土出已交 中上楼层 采光无遮挡 房东诚售,金惠苑 ,堰桥, 123万,"11,454元/平",3室1厅 , 107.39平米 , 南 , 简装 , 中楼层,共7层, 塔楼
融域花园 2室1厅 南,融域花园 ,堰桥, 140万,"16,165元/平",2室1厅 , 86.61平米 , 南 , 毛坯 , 低楼层,共11层, 板楼
阳光100北区 大三房 采光视线好,阳光100国际新城北区 ,西漳, 140万,"11,152元/平",3室2厅 , 125.54平米 , 南 , 简装 , 高楼层,共33层, 塔楼
寺头二期，简单装修，诚心出售，地铁口！,寺头家园二期 ,西漳, 110万,"13,094元/平",2室2厅 , 84.01平米 , 南 , 简装 , 低楼层,共26层, 板楼
寺头家园精装三房包土出 看房方便,寺头家园 ,西漳, 185万,"15,273元/平",3室1厅 , 121.13平米 , 南 , 精装 , 低楼层,共18层, 板楼
阳光100北区 三房，采光视线好,阳光100国际新城北区 ,西漳, 135万,"12,490元/平",3室2厅 , 108.09平米 , 西 , 简装 , 高楼层,共33层, 板塔结合
苹果园 精装4房 采光好 视野好 配套齐全 拎包入,苹果园幸福城 ,钱桥, 210万,"13,899元/平",4室2厅 , 151.1平米 , 东南 南 , 精装 , 高楼层,共6层, 板楼
商品房毛坯可以   可以随自己爱好的装修 看房有钥匙,寺头家园三期 ,西漳, 125万,"14,915元/平",2室2厅 , 83.81平米 , 南 , 毛坯 , 中楼层,共33层, 板楼
中间楼层得房率高，阳光满满居住舒适小区环境好,沁春园 ,西漳, 108万,"15,374元/平",2室1厅 , 70.25平米 , 南 , 精装 , 中楼层,共18层, 板楼
视野宽阔，采光和环境好，位置佳,晴山蓝城 ,钱桥, 170万,"12,231元/平",3室2厅 , 139平米 , 南 北 , 精装 , 中楼层,共11层, 暂无数据
美的国宾府对 商品房无需土出，精装拎包入住,寺头家园 ,西漳, 155万,"13,914元/平",3室1厅 , 111.4平米 , 南 , 精装 , 中楼层,共15层, 板楼
钢厂地块，保利文旅城，居住区域，大型综合体，价可谈,维景苑 ,钱桥, 130万,"15,471元/平",3室1厅 , 84.03平米 , 南 , 精装 , 中楼层,共17层, 板楼
丰涵家园 精装两室一厅 商品房 无土出 看中可谈,丰涵家园 ,刘潭, 100万,"13,759元/平",2室1厅 , 72.68平米 , 东南 , 简装 , 中楼层,共18层, 板塔结合
凤翔馨城 两房朝南 精装修 采光好 无噪音,凤翔馨城 ,刘潭, 125万,"13,277元/平",2室2厅 , 94.15平米 , 南 , 精装 , 低楼层,共20层, 平房
小高层，中间楼层，总价低，70年产权住宅，不是公寓,融创·亚美利加 ,堰桥, 120万,"22,875元/平",1室1厅 , 52.46平米 , 南 , 简装 , 高楼层,共18层, 板塔结合
勤新苑2期 房子新标准2房朝南 简单装修诚心出售,勤新苑 ,钱桥, 70万,"10,363元/平",2室1厅 , 67.55平米 , 南 , 简装 , 高楼层,共6层, 暂无数据
房东诚心出售的，看房方便，房子采光好，看中好谈,阳光100国际新城南区 ,刘潭, 113万,"13,636元/平",2室1厅 , 82.87平米 , 西 , 精装 , 高楼层,共24层, 板塔结合
寺头毛坯三房 配套成熟 房东诚心出售 看房方便,寺头家园 ,西漳, 125万,"11,261元/平",3室2厅 , 111.01平米 , 南 , 毛坯 , 低楼层,共15层, 板楼
户型通透，自住精装，全明结构，采光好，楼层好,丰涵家园 ,刘潭, 103万,"12,880元/平",2室2厅 , 79.97平米 , 南 , 精装 , 中楼层,共7层, 板楼
刘潭双地铁公园悦尚奥莱西樟公园,星富国际 ,刘潭, 66万,"14,667元/平",1室0厅 , 45平米 , 南 , 精装 , 高楼层,共15层, 塔楼
寺头家园二期商品房，无土出，位于小区中间采光无遮挡,寺头家园二期 ,西漳, 120万,"14,155元/平",2室1厅 , 84.78平米 , 南 , 毛坯 , 高楼层,共26层, 板楼
阳光100阿尔勒  看房提前预约 基本方便的,阳光100阿尔勒 ,西漳, 135万,"14,674元/平",3室2厅 , 92平米 , 南 , 精装 , 高楼层,共18层, 板楼
视野开阔 采光充足 配套设施好 临 近万达,金惠苑 ,堰桥, 135万,"9,254元/平",4室2厅 , 145.89平米 , 南 , 精装 , 高楼层,共6层, 塔楼
阳光100米娅，大三房，，南北双阳台。诚心卖,阳光100米娅公馆 ,西漳, 148万,"12,401元/平",3室2厅 , 119.35平米 , 南 , 精装 , 低楼层,共26层, 板楼
此房保养如新，户型好，采光不影响，房东诚心出售,明发·国际新城（西区） ,西漳, 135万,"15,289元/平",2室2厅 , 88.3平米 , 南 , 简装 , 中楼层,共23层, 板楼
明发精装两房 楼层好 采光好 诚心出售,明发·国际新城（西区） ,西漳, 142万,"15,770元/平",2室2厅 , 90.05平米 , 南 , 精装 , 高楼层,共21层, 板楼
奥特莱斯楼上  70年产权房  房东急售,明发商业广场 ,西漳, 58万,"12,447元/平",1室1厅 , 46.6平米 , 西 , 精装 , 中楼层,共14层, 塔楼
金惠苑顶带阁，大面积改善看房方便,金惠苑 ,堰桥, 130万,"9,286元/平",5室1厅 , 140平米 , 南 , 简装 , 高楼层,共6层, 塔楼
交通便利，环境优美，精装修，采光好,时代城（锡溪名邸） ,钱桥, 180万,"14,171元/平",4室2厅 , 127.02平米 , 南 , 精装 , 中楼层,共34层, 板楼
交通便利，环境优美，精装修，采光好,时代城（锡溪名邸） ,钱桥, 180万,"14,171元/平",4室2厅 , 127.02平米 , 南 , 精装 , 中楼层,共34层, 板楼
勤新苑二房二厅出售 户型正气 采光优质 商圈成熟,勤新苑 ,钱桥, 87万,"9,561元/平",2室2厅 , 91平米 , 南 北 , 精装 , 高楼层,共6层, 暂无数据
寺头家园大三房 精装修 拎包入住 全屋品牌家具家电,寺头家园三期 ,西漳, 195万,"15,581元/平",3室2厅 , 125.16平米 , 南 北 , 精装 , 高楼层,共30层, 板塔结合
金都花园，生活配套齐全，交通出行便利,金都花园 ,堰桥, 112万,"20,159元/平",2室1厅 , 55.56平米 , 北 , 精装 , 中楼层,共27层, 板楼
龙栖湾 2室2厅 南,龙栖湾 ,钱桥, 135万,"15,338元/平",2室2厅 , 88.02平米 , 南 , 精装 , 中楼层,共11层, 板塔结合
汀枫渡   别墅 看房有钥匙  房东诚心的,阳光100汀枫渡 ,西漳, 380万,"17,607元/平",4室3厅 , 215.83平米 , 南 北 , 毛坯 ,,, 板塔结合
满五年 中间楼层  采光好，楼层佳，三开间朝南,天河小区 ,刘潭, 175万,"13,200元/平",3室2厅 , 132.58平米 , 南 , 精装 , 中楼层,共6层, 板楼
万达旁 户型方正 采光好 业主诚心出售,华夏清水湾 ,堰桥, 150万,"14,105元/平",2室1厅 , 106.35平米 , 南 北 , 精装 , 低楼层,共13层, 板楼
舜柯家园  精装修两室 南北通透  户型方正 采光好,舜柯家园 ,钱桥, 75万,"10,089元/平",2室2厅 , 74.34平米 , 南 北 , 简装 , 高楼层,共6层, 暂无数据
格局好 视野开阔 阳光充足 靠钱桥大街,育才路 ,钱桥, 113万,"11,219元/平",3室2厅 , 100.73平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
欣欣苑 大三房 四楼半 户型方正 采光好 首付低,欣欣苑 ,钱桥, 132万,"10,793元/平",3室2厅 , 122.31平米 , 南 北 , 精装 , 中楼层,共7层, 板楼
阿尔勒二期 人车分流 小区环境优美 物业管理好,阳光100阿尔勒 ,西漳, 138万,"14,490元/平",3室2厅 , 95.24平米 , 南 , 精装 , 高楼层,共34层, 板楼
洛社全新商品房、中上楼层、采光好、配套齐全交通便利,融创银城惠山国际社区 ,洛社, 184.5万,"16,173元/平",3室2厅 , 114.08平米 , 南 北 , 精装 , 高楼层,共32层, 暂无数据
融创银城未来地铁口 全新精装三房 小区自带商场 诚售,融创银城惠山国际社区 ,洛社, 160万,"14,373元/平",3室2厅 , 111.32平米 , 南 , 精装 , 中楼层,共22层, 暂无数据
洛社商品房、中间楼层、采光好、配套齐全、交通便利,融创银城惠山国际社区 ,洛社, 173万,"15,648元/平",3室2厅 , 110.56平米 , 南 北 , 精装 , 中楼层,共34层, 板楼
系统验真房源，精装修两房房东保养好，,阳光100米娅公馆 ,西漳, 105万,"12,107元/平",2室2厅 , 86.73平米 , 南 , 精装 , 低楼层,共21层, 塔楼
次新小区 全新精装 大三房 全明户型,融创银城惠山国际社区 ,洛社, 152万,"14,092元/平",3室2厅 , 107.87平米 , 南 北 , 精装 , 高楼层,共32层, 暂无数据
美林湖花园 满5唯一 电梯房 采光好,美林湖花园 ,钱桥, 162万,"15,069元/平",3室2厅 , 107.51平米 , 南 , 简装 ,,, 塔楼
此房满五年，通透格局，拎包入住，中间楼层，采光充足,晴山蓝城 ,钱桥, 120万,"13,319元/平",2室2厅 , 90.1平米 , 南 , 精装 , 低楼层,共6层, 暂无数据
融创银城精装三房户型方正阳光无遮挡房东诚售,融创银城惠山国际社区 ,洛社, 135万,"12,999元/平",3室2厅 , 103.86平米 , 南 , 精装 , 高楼层,共34层, 板楼
紫苑精，装修三房 楼层好 采光视线好,紫苑 ,西漳, 145万,"14,480元/平",3室2厅 , 100.14平米 , 南 , 精装 , 高楼层,共18层, 板塔结合
洛社全新精装电梯商品房、中上楼层、采光好、景观楼层,融创银城惠山国际社区 ,洛社, 135万,"12,999元/平",3室2厅 , 103.86平米 , 南 , 精装 , 高楼层,共34层, 板楼
融创银城惠山国际社区 3室2厅 南 北,融创银城惠山国际社区 ,洛社, 150万,"14,081元/平",3室2厅 , 106.53平米 , 南 北 , 精装 , 高楼层,共24层, 暂无数据
次新小区洋房顶复 视野好 采光好,阳光100阿尔勒 ,西漳, 339万,"21,894元/平",3室2厅 , 154.84平米 , 南 , 毛坯 , 高楼层,共8层, 板楼
全新装修，采光充足，高楼层，视野开阔，房东诚心卖,融创银城惠山国际社区 ,洛社, 137万,"15,269元/平",2室1厅 , 89.73平米 , 南 , 精装 , 低楼层,共33层, 板楼
新上房源 14层小高层 2梯2户 精装修未住人 钥匙房,融创银城惠山国际社区 ,洛社, 200万,"14,553元/平",4室2厅 , 137.43平米 , 南 北 , 精装 , 高楼层,共14层, 板楼
楼层好，无遮挡，光照好，拎包入住,天力百好锦园 ,堰桥, 450万,"20,226元/平",5室2厅 , 222.49平米 , 南 , 精装 , 高楼层,共10层, 板楼
勤新苑两室 中间楼层毛坯有证 价可谈！！,勤新苑 ,钱桥, 100万,"10,774元/平",2室1厅 , 92.82平米 , 南 , 毛坯 , 中楼层,共6层, 暂无数据
阳光一百  3房总价低 有兴趣滴滴,阳光100国际新城南区 ,刘潭, 87.8万,"11,171元/平",2室2厅 , 78.6平米 , 南 , 精装 , 低楼层,共34层, 板塔结合
房东诚心出售  采光无遮挡  看中可谈,万科天一玖著 ,西漳, 240万,"18,686元/平",4室2厅 , 128.44平米 , 南 , 精装 , 低楼层,共33层, 板楼
房子精装修保养好，房东诚心出售，中间楼层,沁春园 ,西漳, 110万,"15,952元/平",2室1厅 , 68.96平米 , 南 , 精装 , 中楼层,共18层, 板楼
房东诚心出售，看房方便，随时可看,星光天地 ,刘潭, 63万,"13,902元/平",2室2厅 , 45.32平米 , 东 , 精装 , 中楼层,共19层, 板塔结合
丰涵大四房 商品房无土出税费少 地铁口位置好 急售,丰涵家园 ,刘潭, 158万,"11,790元/平",4室2厅 , 134.02平米 , 南 , 毛坯 , 中楼层,共18层, 板楼
全新电梯商品房、中间楼层、采光好、配套齐全交通便利,融创银城惠山国际社区 ,洛社, 193万,"14,056元/平",4室2厅 , 137.31平米 , 南 北 , 精装 , 高楼层,共16层, 暂无数据
融创品质玉兰公馆精装修小三房，,玉兰公馆三区 ,堰桥, 178万,"20,164元/平",3室2厅 , 88.28平米 , 南 北 , 精装 , 高楼层,共32层, 暂无数据
天润园南区！商品房!满五唯一！大三房！近地铁！,天润园南区 ,西漳, 164.5万,"12,648元/平",3室2厅 , 130.07平米 , 南 , 精装 , 高楼层,共6层, 板楼
户型方正，采光无遮挡，刚需好选择,沁春园 ,西漳, 130万,"15,577元/平",2室2厅 , 83.46平米 , 南 , 精装 , 中楼层,共6层, 板楼
百万装修大四房，户型正气，楼层视野好 采光明亮,明发·国际新城（西区） ,西漳, 445万,"23,157元/平",4室2厅 , 192.17平米 , 南 北 , 精装 , 高楼层,共11层, 板楼
推荐！北区精装两房 刚需 首付低 采光充足,阳光100国际新城北区 ,西漳, 108万,"12,035元/平",2室1厅 , 89.74平米 , 南 , 精装 , 中楼层,共33层, 塔楼
总价低，户型方正，刚需低首付，满五唯一 诚心出售！,阳光100国际新城北区 ,西漳, 89万,"10,782元/平",2室2厅 , 82.55平米 , 西 , 精装 , 中楼层,共33层, 板塔结合
新小区环境优美，电梯中上楼层，保养新，诚心卖,时代城（锡溪名邸） ,钱桥, 155万,"13,641元/平",3室2厅 , 113.63平米 , 南 , 精装 , 中楼层,共29层, 板楼
凤翔馨城大两房 装修保养好 户型正 楼层佳 拎包入住,凤翔馨城 ,刘潭, 128万,"13,596元/平",2室2厅 , 94.15平米 , 南 , 精装 , 中楼层,共25层, 板塔结合
房东急售有意者可以联系随时有空,广汇金色华府 ,西漳, 190万,"18,066元/平",3室2厅 , 105.17平米 , 南 北 , 精装 , 中楼层,共26层, 板楼
此房中间楼层， 采光无遮挡包土出，看房方便,勤新苑 ,钱桥, 95万,"10,384元/平",2室2厅 , 91.49平米 , 南 , 精装 , 中楼层,共6层, 板塔结合
诚心急售 不包土出 地铁口 看房方便,勤新苑 ,钱桥, 120万,"8,760元/平",3室2厅 , 136.99平米 , 南 北 , 精装 , 中楼层,共12层, 板楼
此房为三房 的户型，楼层好，采光好，房东诚心出售,阳光100阿尔勒 ,西漳, 131万,"14,575元/平",3室2厅 , 89.88平米 , 南 , 精装 , 高楼层,共34层, 板楼
双阳台 阳光好 3房 锡西新城次新房,时代城（锡溪名邸） ,钱桥, 142万,"14,492元/平",3室2厅 , 97.99平米 , 南 , 简装 , 高楼层,共34层, 暂无数据
金都花园，以万达广场为邻，近地铁，满五唯一,金都花园 ,堰桥, 149万,"16,114元/平",2室2厅 , 92.47平米 , 南 北 , 精装 , 中楼层,共5层, 板楼
勤新苑，精装修，有产证，视野宽阔,勤新苑 ,钱桥, 89万,"9,777元/平",2室2厅 , 91.03平米 , 南 , 精装 , 高楼层,共6层, 板楼
毛坯复式两房 楼层好 采光充足 交通便利 朝向好,港龙财智国际 ,钱桥, 45万,"10,293元/平",2室1厅 , 43.72平米 , 南 北 , 精装 , 中楼层,共21层, 平房
水岸花城精装大三房，楼层好，位置佳，房东诚心出售,晴山蓝城 ,钱桥, 180万,"12,657元/平",3室2厅 , 142.22平米 , 南 , 简装 , 中楼层,共11层, 板楼
藕乐苑地理位置好，采光好，房东诚心出售,藕乐苑 ,钱桥, 85万,"7,892元/平",3室2厅 , 107.71平米 , 南 , 毛坯 , 中楼层,共7层, 暂无数据
复地六期，边套户型优秀，通透格局，自带防噪音窗,复地拜伦湾 ,堰桥, 195万,"18,271元/平",3室2厅 , 106.73平米 , 南 , 毛坯 , 中楼层,共28层, 板塔结合
晴山蓝城满五唯一，无贷款，看房方便,晴山蓝城 ,钱桥, 120万,"13,597元/平",2室2厅 , 88.26平米 , 南 北 , 精装 , 高楼层,共6层, 暂无数据
阳光壹佰北区精装两房 自住装修产权清晰 随时签.,阳光100国际新城北区 ,西漳, 95万,"11,035元/平",2室1厅 , 86.09平米 , 西 , 精装 , 中楼层,共33层, 塔楼
无锡新城 时代城 洋溪河时代城  精装房 开发商精装没,时代城（锡溪名邸） ,钱桥, 160万,"14,197元/平",3室1厅 , 112.7平米 , 南 北 , 精装 ,,, 板楼
时代城 精装修三室 南北通透 户型方正 随时看房,时代城（锡溪名邸） ,钱桥, 150万,"15,428元/平",3室2厅 , 97.23平米 , 南 北 , 精装 , 高楼层,共29层, 板楼
房子满五年。通透格局，拎包入住，采光充足。,晴山蓝城 ,钱桥, 164万,"12,760元/平",3室2厅 , 128.53平米 , 南 北 , 精装 , 中楼层,共6层, 板楼
新上房源 视野好 房东诚心出售,时代城（锡溪名邸） ,钱桥, 161万,"14,443元/平",3室2厅 , 111.48平米 , 南 北 , 精装 , 高楼层,共34层, 板塔结合
阳光100东区 飞机户型 三开间朝南,阳光100国际新城北区 ,西漳, 169.7万,"13,257元/平",3室2厅 , 128.01平米 , 南 北 , 简装 , 中楼层,共10层, 板楼
富人小区，苏庙站，假山人工湖，洋房小高别墅混合,美林湖花园 ,钱桥, 156万,"17,317元/平",2室2厅 , 90.09平米 , 南 北 , 精装 ,,, 板塔结合
房东诚心出售  精装修自住  看中可谈,紫苑 ,西漳, 345万,"15,132元/平",4室2厅 , 228平米 , 南 , 精装 , 高楼层,共17层, 暂无数据
晴山蓝城2房，满五年有个税，看房方便,晴山蓝城 ,钱桥, 112万,"12,852元/平",2室2厅 , 87.15平米 , 南 , 精装 , 中楼层,共6层, 板楼
清水湾电梯大平层，精装五房，南北通透,华夏清水湾 ,堰桥, 420万,"20,247元/平",5室2厅 , 207.44平米 , 南 北 东 , 精装 , 高楼层,共8层, 板楼
时代城 精装修三室 南北通透 户型方正 随时看房,时代城（锡溪名邸） ,钱桥, 150万,"15,428元/平",3室2厅 , 97.23平米 , 南 北 , 精装 , 高楼层,共29层, 板楼
地铁口 出行便利 费用低得房率高两份朝南,新民新村 ,钱桥, 98万,"10,137元/平",3室1厅 , 96.68平米 , 南 , 简装 , 高楼层,共7层, 暂无数据
春光苑 3号线地铁口 精装两室 保养好 拎包入住,春光苑 ,钱桥, 110万,"11,494元/平",2室2厅 , 95.71平米 , 南 北 , 精装 , 低楼层,共6层, 暂无数据
