标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
龙川新村精装两房 中间楼层 702所家属楼,龙川新村西院 ,太湖山水城, 140万,"18,914元/平",2室2厅 , 74.02平米 , 南 北 , 精装 , 中楼层,共5层, 暂无数据
商品房，西边套采光好，户型方正，中间楼层，诚心出售,阳光嘉园 ,河埒口, 89万,"12,948元/平",2室1厅 , 68.74平米 , 北 , 简装 , 中楼层,共20层, 塔楼
万科三区新上精装三房，小高层公摊少，视野开阔采光好,魅力万科城三区 ,万象城/东绛, 230万,"23,453元/平",3室2厅 , 98.07平米 , 南 , 精装 , 高楼层,共11层, 板楼
绿城品质 全新未入住 景观楼层全天采光 看房有密码,绿城凤起和鸣 ,海岸城/市民中心, 359万,"31,830元/平",3室1厅 , 112.79平米 , 南 , 精装 , 高楼层,共31层, 板楼
太湖国际湖景房，地铁口，有车位，采光好，通透户型,太湖国际一街区-珀丽南岸 ,万象城/东绛, 160万,"17,834元/平",2室2厅 , 89.72平米 , 南 , 精装 , 高楼层,共23层, 板楼
绿地天空树精装三房，精装带地暖，D铁上盖，随时看房,绿地天空树 ,融创文化旅游城, 182万,"16,898元/平",3室2厅 , 107.71平米 , 南 北 , 精装 , 低楼层,共33层, 板楼
精装拎包入住全屋地暖 画板漆智能家电  无个税诚心售,博大假日广场 ,长广溪/大学城, 185万,"18,971元/平",2室2厅 , 97.52平米 , 南 , 精装 , 低楼层,共31层, 板楼
太湖国际社区大四房，可看到湖景，诚心出售。,太湖国际一街区-珀丽南岸 ,万象城/东绛, 270万,"19,208元/平",4室2厅 , 140.57平米 , 南 , 精装 , 高楼层,共18层, 板楼
尚C精装好房 视野开阔采光好 看房方便 业主诚售！,尚锦城C区 ,塘铁桥, 145万,"16,184元/平",2室1厅 , 89.6平米 , 南 , 精装 , 高楼层,共32层, 板楼
万科三区 三房两卫精装修 无贷款 业主置换诚售 可谈,魅力万科城三区 ,万象城/东绛, 298万,"22,291元/平",3室2厅 , 133.69平米 , 南 , 精装 , 低楼层,共11层, 板楼
满五年，边套通风效果好，近育红精装拎包入住,金色江南集景花园 ,荣巷, 198万,"17,361元/平",3室2厅 , 114.05平米 , 南 , 精装 , 中楼层,共18层, 板楼
江大旁采光好 百安居精装四居室 双电梯通车库 诚心卖,融创熙园三期 ,长广溪/大学城, 247万,"20,402元/平",4室2厅 , 121.07平米 , 南 北 , 精装 , 高楼层,共18层, 板楼
经开区 银城物业 精装两房 中上层视野采光好,观山名筑北区 ,塘铁桥, 118万,"13,352元/平",2室2厅 , 88.38平米 , 南 , 简装 , 中楼层,共32层, 板楼
凤凰带车位出售 中间楼层 前排洋房 全天采光,中海凤凰璟园二期 ,华庄, 183万,"19,444元/平",3室2厅 , 94.12平米 , 南 北 , 毛坯 , 中楼层,共34层, 板楼
万象城电梯洋房，满五唯一，中上楼层采光好。,锡铁巷家园 ,万象城/东绛, 86万,"13,098元/平",2室1厅 , 65.66平米 , 南 , 精装 , 高楼层,共6层, 板楼
精装修，低于市场价30万，房东着急买新房,景华苑 ,蠡湖新城, 140万,"13,201元/平",3室1厅 , 106.06平米 , 南 , 精装 , 高楼层,共7层, 板楼
融创造法式电梯花园洋房，精装修带地暖，没人住过,融创山湖院墅 ,融创文化旅游城, 290万,"20,307元/平",3室2厅 , 142.81平米 , 南 , 精装 , 中楼层,共8层, 板楼
滨湖区 清水毛坯小三房 业主诚心出售 随时看 价格可谈,融创栖溪里 ,融创文化旅游城, 110万,"11,262元/平",3室2厅 , 97.68平米 , 南 , 毛坯 , 中楼层,共34层, 板楼
宝能城 清水毛坯 两梯两户 四开间朝南 大三房,宝能城 ,海岸城/市民中心, 260万,"18,780元/平",3室2厅 , 138.45平米 , 南 , 毛坯 , 高楼层,共28层, 板楼
观山名筑三期 业主已改三房 好楼层 装修保养新 带车位,观山名筑南区 ,塘铁桥, 165万,"18,371元/平",3室2厅 , 89.82平米 , 南 , 精装 , 高楼层,共32层, 塔楼
急卖！业主置换，地铁口旁，全天采光，装修保养好,万科海上传奇 ,万象城/东绛, 178万,"18,205元/平",3室1厅 , 97.78平米 , 南 , 精装 , 低楼层,共29层, 板塔结合
中海凤凰高层满五唯一，业主诚心出售,中海凤凰璟园二期 ,华庄, 185万,"19,644元/平",3室2厅 , 94.18平米 , 南 , 精装 , 中楼层,共34层, 板楼
清水毛坯湖景大三房  房龄新 小区中间位置 采光楼层好,西上海华府天地 ,湖滨商业街, 249万,"16,850元/平",3室2厅 , 147.78平米 , 南 , 毛坯 , 中楼层,共27层, 板楼
新上地铁口 自住保养好，诚意出售,银城蔚来 ,塘铁桥, 46万,"11,283元/平",2室2厅 , 40.77平米 , 东 , 精装 , 中楼层,共21层, 板楼
中海后排精装修三房 全新未入住 看房随时,中海珑玺 ,塘铁桥, 239万,"21,927元/平",3室2厅 , 109平米 , 南 北 , 精装 , 低楼层,共23层, 板楼
不临路，采光足亮度高，看房便利，配套完善,魅力万科城一区 ,万象城/东绛, 158万,"16,857元/平",3室2厅 , 93.73平米 , 南 北 , 精装 , 低楼层,共18层, 板楼
河埒万达旁 青松新村精装三房 育英 交通便利 配套齐全,青松新村北区 ,河埒口, 89万,"13,211元/平",3室1厅 , 67.37平米 , 南 , 精装 , 高楼层,共4层, 板塔结合
挑战小区性比价，高楼层，保养好，业主人美心善，诚售,华府天地尊园 ,海岸城/市民中心, 285万,"23,232元/平",3室2厅 , 122.68平米 , 南 北 , 精装 , 中楼层,共32层, 板楼
尚锦城精装小高层大两房，诚心出售。,尚锦城C区 ,塘铁桥, 158万,"18,608元/平",2室2厅 , 84.91平米 , 南 , 精装 , 中楼层,共16层, 板楼
通透户型，明厨明卫，采光全天，满五年税费少,华晶新村南区 ,河埒口, 89.9万,"11,525元/平",3室1厅 , 78.01平米 , 南 , 简装 , 中楼层,共5层, 暂无数据
全新未入住，全屋空调加地暖，全天采光，看房随时,无锡融创壹号院 ,长广溪/大学城, 339万,"31,033元/平",3室2厅 , 109.24平米 , 南 北 , 精装 , 中楼层,共18层, 板楼
经开地铁口 次卧面积扩大 车位宽近电梯口 满五唯一,万科海上传奇 ,万象城/东绛, 269万,"21,616元/平",4室2厅 , 124.45平米 , 南 , 精装 , 低楼层,共29层, 板楼
滨湖鑫茂苑 3室2厅 南,滨湖鑫茂苑 ,南泉, 186万,"9,049元/平",3室2厅 , 205.57平米 , 南 , 精装 , 高楼层,共6层, 板楼
朗诗绿珺精装 三恒系统 业主诚售 看房方便,朗诗太湖绿珺花园 ,塘铁桥, 215万,"22,357元/平",3室2厅 , 96.17平米 , 南 , 精装 , 高楼层,共30层, 板楼
此房满2年，户型方正，小区新，精装修，拎包入住,融创山湖院墅 ,融创文化旅游城, 165万,"14,387元/平",3室2厅 , 114.69平米 , 南 , 精装 , 低楼层,共26层, 板楼
纯小高层品质社区 自住精装修三房 小区比较安静,融创蓝山印象 ,融创文化旅游城, 160万,"15,353元/平",3室2厅 , 104.22平米 , 南 , 精装 , 高楼层,共18层, 板楼
精装拎包入住全屋地暖 画板漆智能家电  无个税诚心售,博大假日广场 ,长广溪/大学城, 185万,"18,971元/平",2室2厅 , 97.52平米 , 南 , 精装 , 低楼层,共31层, 板楼
精装修，低于市场价30万，房东着急买新房,景华苑 ,蠡湖新城, 140万,"13,201元/平",3室1厅 , 106.06平米 , 南 , 精装 , 高楼层,共7层, 板楼
融创造法式电梯花园洋房，精装修带地暖，没人住过,融创山湖院墅 ,融创文化旅游城, 290万,"20,307元/平",3室2厅 , 142.81平米 , 南 , 精装 , 中楼层,共8层, 板楼
太湖国际社区大四房，可看到湖景，诚心出售。,太湖国际一街区-珀丽南岸 ,万象城/东绛, 270万,"19,208元/平",4室2厅 , 140.57平米 , 南 , 精装 , 高楼层,共18层, 板楼
不临路，采光足亮度高，看房便利，配套完善,魅力万科城一区 ,万象城/东绛, 158万,"16,857元/平",3室2厅 , 93.73平米 , 南 北 , 精装 , 低楼层,共18层, 板楼
河埒万达旁 青松新村精装三房 育英 交通便利 配套齐全,青松新村北区 ,河埒口, 89万,"13,211元/平",3室1厅 , 67.37平米 , 南 , 精装 , 高楼层,共4层, 板塔结合
挑战小区性比价，高楼层，保养好，业主人美心善，诚售,华府天地尊园 ,海岸城/市民中心, 285万,"23,232元/平",3室2厅 , 122.68平米 , 南 北 , 精装 , 中楼层,共32层, 板楼
凤凰带车位出售 中间楼层 前排洋房 全天采光,中海凤凰璟园二期 ,华庄, 183万,"19,444元/平",3室2厅 , 94.12平米 , 南 北 , 毛坯 , 中楼层,共34层, 板楼
中海后排精装修三房 全新未入住 看房随时,中海珑玺 ,塘铁桥, 239万,"21,927元/平",3室2厅 , 109平米 , 南 北 , 精装 , 低楼层,共23层, 板楼
尚锦城精装小高层大两房，诚心出售。,尚锦城C区 ,塘铁桥, 158万,"18,608元/平",2室2厅 , 84.91平米 , 南 , 精装 , 中楼层,共16层, 板楼
宝能城 清水毛坯 两梯两户 四开间朝南 大三房,宝能城 ,海岸城/市民中心, 260万,"18,780元/平",3室2厅 , 138.45平米 , 南 , 毛坯 , 高楼层,共28层, 板楼
滨湖区 清水毛坯小三房 业主诚心出售 随时看 价格可谈,融创栖溪里 ,融创文化旅游城, 110万,"11,262元/平",3室2厅 , 97.68平米 , 南 , 毛坯 , 中楼层,共34层, 板楼
溪湾雅苑三区 毛坯三居室 高楼层采光刺眼 不靠路,融创蓝山印象 ,融创文化旅游城, 155万,"13,365元/平",3室2厅 , 115.98平米 , 南 , 毛坯 , 高楼层,共18层, 板楼
苏宁悦城A区3房 塘铁桥地铁站 小区位置好 采光视野佳,苏宁悦城悦园A区 ,塘铁桥, 190万,"20,459元/平",3室1厅 , 92.87平米 , 南 , 毛坯 , 高楼层,共33层, 板楼
融创朗山 品质好 装修好 有密码 随时看,融创•朗山 ,融创文化旅游城, 159万,"13,227元/平",3室2厅 , 120.21平米 , 南 , 精装 , 低楼层,共34层, 板楼
育英+金桥，融创兰园精装三房，户型通透，景观太湖,融创•兰园 ,融创文化旅游城, 174万,"14,615元/平",3室2厅 , 119.06平米 , 南 , 精装 , 中楼层,共32层, 板楼
融创•兰园 3室2厅 南 北,融创•兰园 ,融创文化旅游城, 176万,"14,913元/平",3室2厅 , 118.02平米 , 南 北 , 精装 , 高楼层,共34层, 板楼
绿地天空树精装三房，户型通透，拎包入住！,绿地天空树 ,融创文化旅游城, 189万,"15,015元/平",3室2厅 , 125.88平米 , 南 北 , 精装 , 低楼层,共33层, 板楼
观山名筑精装两房 无遮挡采光充足 诚心出售 看房方便,观山名筑 ,塘铁桥, 130万,"15,255元/平",2室1厅 , 85.22平米 , 南 , 精装 , 低楼层,共27层, 板楼
周新苑二期，加装电梯，精装修带一楼车库，得房率高。,周新苑二期 ,万象城/东绛, 113万,"11,746元/平",2室1厅 , 96.21平米 , 南 , 精装 , 中楼层,共6层, 板楼
新出新体旁2房！近地铁，近菜场。房东急售,奥林花园B区 ,新体育中心, 139万,"13,767元/平",2室2厅 , 100.97平米 , 南 北 , 精装 , 低楼层,共11层, 板楼
蠡溪苑 户型正气 地段好 房东诚心出售 价格可以商量,蠡溪苑 ,新体育中心, 100万,"10,836元/平",2室2厅 , 92.29平米 , 南 , 精装 , 低楼层,共26层, 板楼
新体旁成熟小区 简单装修 楼层好,水秀新村 ,新体育中心, 68万,"11,899元/平",2室1厅 , 57.15平米 , 东南 , 简装 , 低楼层,共6层, 板楼
新酩悦品质小区，总高9层1梯2户，三开间朝南通透户型,万科新酩悦 ,万象城/东绛, 310万,"27,337元/平",3室1厅 , 113.4平米 , 南 北 , 精装 , 高楼层,共9层, 板楼
松大露台婚房装修中阳空调地暖全新未入住 小高层,宝能城 ,海岸城/市民中心, 210万,"19,425元/平",2室2厅 , 108.11平米 , 南 , 精装 , 低楼层,共18层, 板楼
70平花园，全天采光，出门地铁口，融创熙园精装大四房,融创熙园一期 ,长广溪/大学城, 300万,"23,053元/平",4室2厅 , 130.14平米 , 南 , 精装 , 低楼层,共18层, 板楼
金色江南集景花园*三开间南*楼层采光佳*梁溪河后花园,金色江南集景花园 ,荣巷, 245万,"17,813元/平",3室2厅 , 137.54平米 , 南 北 , 精装 , 中楼层,共10层, 板楼
精装修、户型正气、品质楼盘、小高层、得房率高,融创·瑷颐湾D区 ,海岸城/市民中心, 270万,"26,810元/平",3室2厅 , 100.71平米 , 南 , 精装 , 高楼层,共18层, 板楼
带车位视野俯瞰金匮公园全景 中阳空调地暖四开间朝南,富力十号B区 ,万象城/东绛, 430万,"25,686元/平",4室2厅 , 167.41平米 , 南 , 精装 , 低楼层,共36层, 板楼
凤凰楼层 采光刺眼 通透户型 诚心售,融创·瑷颐湾D区 ,海岸城/市民中心, 228万,"25,362元/平",3室2厅 , 89.9平米 , 南 北 , 精装 , 高楼层,共18层, 板楼
宝能小高层 两梯三户 毛坯三房 南北通透 中上楼层,宝能城 ,海岸城/市民中心, 188万,"17,318元/平",3室2厅 , 108.56平米 , 南 北 , 毛坯 , 中楼层,共18层, 板楼
三恒系统房 满五唯一 精装修 楼层视野佳,朗诗太湖绿珺花园 ,塘铁桥, 220万,"21,489元/平",3室2厅 , 102.38平米 , 南 , 精装 , 中楼层,共29层, 板楼
经开区，万科精装两房，坐北朝南户型，看房方便,魅力万科城二区 ,万象城/东绛, 198万,"22,081元/平",2室2厅 , 89.67平米 , 南 北 , 精装 , 高楼层,共8层, 板楼
融创茂旁溪湾雅苑一期10平毛坯三房中上楼层,溪湾雅苑一区 ,融创文化旅游城, 125万,"11,973元/平",3室1厅 , 104.41平米 , 南 北 , 毛坯 , 高楼层,共17层, 板楼
高品质 融创兰园 一楼 出入方便 精装 架空不返潮,融创•兰园 ,融创文化旅游城, 143万,"12,123元/平",3室2厅 , 117.96平米 , 南 , 精装 , 低楼层,共34层, 板楼
靓丽太湖湾 魅力山水城融创溪湾雅苑 精装江南大学南侧,溪湾雅苑二区 ,融创文化旅游城, 138万,"13,306元/平",3室2厅 , 103.72平米 , 南 , 精装 , 高楼层,共17层, 板楼
方泉苑一期 2室2厅 南,方泉苑一期 ,南泉, 68万,"7,315元/平",2室2厅 , 92.97平米 , 南 , 精装 , 中楼层,共8层, 板楼
魅力万科城二区 2室2厅 东 西,魅力万科城二区 ,万象城/东绛, 153万,"18,485元/平",2室2厅 , 82.77平米 , 东 西 , 简装 , 高楼层,共8层, 板楼
品质小区 精装修带地暖 户型格局好 双阳台 中高楼层,融创澜山郡 ,融创文化旅游城, 195万,"16,642元/平",3室2厅 , 117.18平米 , 南 , 精装 , 高楼层,共18层, 板楼
融创瑷颐湾4房，干挂石材，看房有密码,融创·瑷颐湾B区 ,海岸城/市民中心, 250万,"18,926元/平",5室1厅 , 132.1平米 , 南 , 简装 , 低楼层,共34层, 板楼
雅居乐三期，采光全天，重新装修30万拎包入住,雅居乐中央府三期 ,塘铁桥, 339万,"27,615元/平",3室2厅 , 122.76平米 , 南 , 精装 , 高楼层,共33层, 暂无数据
业主急卖，价格好谈，自住装修！中海凤凰璟园精装三房,中海凤凰璟园二期 ,华庄, 175万,"18,659元/平",3室2厅 , 93.79平米 , 南 北 , 精装 , 低楼层,共34层, 板楼
苏宁悦城A区前排毛坯大三房  非顶楼 视野好 诚心出售,苏宁悦城悦园A区 ,塘铁桥, 248万,"20,247元/平",3室1厅 , 122.49平米 , 南 , 毛坯 , 高楼层,共33层, 板楼
熙园五期精装大四居 户型方正 南北阳台 尚贤格致,融创熙园五期 ,长广溪/大学城, 318万,"24,928元/平",4室2厅 , 127.57平米 , 南 北 , 精装 , 中楼层,共18层, 板楼
自住精装修！改善大四房！小区中间位置！不靠路！,魅力万科城二区 ,万象城/东绛, 345万,"21,768元/平",4室2厅 , 158.49平米 , 南 北 , 精装 , 低楼层,共8层, 板楼
周新苑5期，全天采光视野很好，诚心售房，看房方便,周新苑五期 ,万象城/东绛, 65万,"9,035元/平",2室2厅 , 71.95平米 , 南 , 毛坯 , 低楼层,共27层, 板楼
方圆荟旁，自住装修 4楼 满5唯一，南北通透,翠园新村 ,湖滨商业街, 73万,"12,077元/平",2室1厅 , 60.45平米 , 南 北 , 精装 , 中楼层,共7层, 板楼
珑玺清水毛坯三房 中高楼层东边户 采光没问题,中海珑玺 ,塘铁桥, 193万,"17,562元/平",3室2厅 , 109.9平米 , 南 北 , 毛坯 , 中楼层,共34层, 板楼
融创朗山 精装修Z Y空调＋地暖 采光无遮挡看太湖,融创•朗山 ,融创文化旅游城, 145万,"12,233元/平",3室2厅 , 118.54平米 , 南 北 , 精装 , 高楼层,共51层, 板楼
满五唯一，中上楼层采光视野好，诚意卖,中海珑玺 ,塘铁桥, 175万,"18,779元/平",3室2厅 , 93.19平米 , 南 , 简装 , 中楼层,共34层, 板楼
玉兰西花园三期纯毛坯 小高层中层 全天采光 景观视野,玉兰花园西三区 ,海岸城/市民中心, 385万,"30,443元/平",3室2厅 , 126.47平米 , 南 , 毛坯 , 中楼层,共16层, 板楼
融创荣域毛坯三居 户型方正小区前排，随时看房,融创•荣域 ,融创文化旅游城, 112万,"10,129元/平",3室2厅 , 110.58平米 , 南 , 毛坯 , 低楼层,共33层, 板楼
本小区力推房源，4房精装修，单价一万八多点，地铁,万科海上传奇 ,万象城/东绛, 210万,"18,570元/平",4室2厅 , 113.09平米 , 南 , 精装 , 低楼层,共30层, 板楼
江南大学旁 绿地天空树 凤凰楼层 湖景视野 成本价售,绿地天空树 ,融创文化旅游城, 186万,"17,269元/平",3室2厅 , 107.71平米 , 南 , 精装 , 高楼层,共33层, 板楼
TOD社区，天空树，近地铁口，全新精装大三房，有地暖,绿地天空树 ,融创文化旅游城, 205万,"16,312元/平",3室2厅 , 125.68平米 , 南 北 , 精装 , 中楼层,共32层, 板楼
经开区梁南苑130精装平大三房中间楼层房东诚心出售,梁南苑B区 ,塘铁桥, 120万,"9,180元/平",3室2厅 , 130.72平米 , 南 , 精装 , 低楼层,共24层, 板楼
