标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
不靠高架！景观楼层（此价包含地下车位）急！满五唯一,长江国际泓园 ,江溪, 168万,"17,175元/平",3室2厅 , 97.82平米 , 南 , 精装 , 高楼层,共33层, 板楼
长江北路雅园 一室一厅 精装修 朝南 采光视野好 急售,长江国际雅园 ,江溪, 76万,"12,089元/平",2室1厅 , 62.87平米 , 南 北 , 精装 , 高楼层,共29层, 板塔结合
海天紫郡精装修三房，户型方正，满五年，诚心出售。,紫郡花园 ,梅村, 126万,"11,705元/平",3室2厅 , 107.65平米 , 南 北 , 精装 , 低楼层,共27层, 板楼
叙丰地铁口好楼层大三房 随时可看业主诚心,长江绿岛二期 ,江溪, 159万,"11,883元/平",3室2厅 , 133.81平米 , 南 , 简装 , 低楼层,共30层, 板楼
自住精装修  保利品牌 次新小区 三开朝南 双阳台户型,吴樾东方 ,梅村, 145万,"14,467元/平",3室2厅 , 100.23平米 , 南 , 精装 , 高楼层,共30层, 板楼
业主诚心出售无户口 精装修看房有租客 满五唯一,花样年花郡 ,坊前, 117万,"13,381元/平",2室2厅 , 87.44平米 , 南 , 精装 , 低楼层,共18层, 板楼
长江大厦 1室2厅 南,长江大厦 ,旺庄, 49万,"8,420元/平",1室2厅 , 58.2平米 , 南 , 精装 , 高楼层,共30层, 板楼
满五唯一 地铁口一居室 70年住宅产权民用水电,润泽雅居 ,旺庄, 40万,"10,318元/平",1室1厅 , 38.77平米 , 北 , 精装 , 高楼层,共18层, 塔楼
欧典家园大三房  电梯房 小高层 采光刺眼  不靠高架,欧典家园 ,江溪, 90万,"8,592元/平",3室1厅 , 104.76平米 , 南 , 毛坯 , 高楼层,共13层, 板楼
星尚国际三房131平，满五年纯毛坯，钥匙看房！,星尚公寓 ,生态园, 125万,"9,508元/平",3室2厅 , 131.47平米 , 南 北 , 毛坯 , 高楼层,共18层, 板塔结合
长江路保利中央公园精装3房带大露台,保利中央公园 ,江溪, 168万,"18,936元/平",3室2厅 , 88.72平米 , 东南 , 精装 , 低楼层,共21层, 板楼
不靠高架（装修保养很好）央企物业（业主诚心出售）,中海寰宇天下东区 ,坊前, 148万,"16,563元/平",3室2厅 , 89.36平米 , 南 , 精装 , 低楼层,共27层, 板楼
央企开发商，品质有保障，采光无遮挡，房东诚心卖,中海寰宇天下西区 ,坊前, 153万,"13,366元/平",3室2厅 , 114.47平米 , 南 , 精装 , 低楼层,共34层, 板楼
楼层和楼栋位置好，业主急售！！！,联心嘉园一期 ,梅村, 60万,"7,997元/平",2室1厅 , 75.03平米 , 南 北 , 毛坯 , 中楼层,共11层, 板楼
琥珀纯毛坯两房 户型方正 业主心态很好 诚心出售,领秀琥珀澜湾 ,新安, 128万,"14,767元/平",2室2厅 , 86.68平米 , 南 北 , 毛坯 , 高楼层,共18层, 板塔结合
长江路 三号线地铁口 房东诚售 看房随时 户型正采光好,江海新村 ,塘南, 90万,"9,891元/平",2室1厅 , 91平米 , 南 北 , 简装 , 高楼层,共7层, 平房
叙丰家园小三房出售简单装修包土出,叙丰家园 ,江溪, 122万,"13,698元/平",3室1厅 , 89.07平米 , 南 , 简装 , 低楼层,共18层, 板楼
朗诗天萃 洋房  满五年唯 一 有16平外阳台 带车位,朗诗天萃 ,江溪, 300万,"30,340元/平",3室2厅 , 98.88平米 , 南 北 , 精装 , 低楼层,共7层, 板楼
精装自住保养好  诚心出售 看房方便,博客公寓 ,江溪, 159.9万,"13,020元/平",3室2厅 , 122.82平米 , 南 , 精装 , 中楼层,共33层, 板楼
品质小区，万科物业，精装修，看房方便,万科东郡 ,江溪, 165万,"15,364元/平",2室1厅 , 107.4平米 , 南 , 精装 , 低楼层,共32层, 板楼
博客公寓 朝南一室一厅 满五年唯一 装修保养好,博客公寓 ,江溪, 68万,"12,036元/平",1室1厅 , 56.5平米 , 南 , 精装 , 高楼层,共33层, 板楼
商品房小，精装三房，低总价，看房方便,博客公寓 ,江溪, 155万,"14,522元/平",3室2厅 , 106.74平米 , 南 , 精装 , 中楼层,共30层, 板楼
中上楼层，性 价比高，房东换房诚心出售,博客公寓 ,江溪, 102万,"11,887元/平",2室2厅 , 85.81平米 , 南 , 精装 , 中楼层,共33层, 板楼
博客公寓 中间层 朝南 视野好 看房方便 诚心出售,博客公寓 ,江溪, 129万,"14,874元/平",3室1厅 , 86.73平米 , 南 , 精装 , 高楼层,共30层, 板楼
宝盛新上大三房，精装修，满五唯一楼层好，业主诚心,宝盛花园 ,江溪, 190万,"14,599元/平",3室2厅 , 130.15平米 , 南 , 精装 , 高楼层,共31层, 板楼
富力城C区精装大三房，中间楼层，户型正气，看房方便,富力城C区 ,江溪, 195万,"17,881元/平",3室2厅 , 109.06平米 , 南 , 精装 , 中楼层,共32层, 板楼
长江北路精装大三房，业主诚心出售，看房方便，急售,博客公寓 ,江溪, 175万,"14,249元/平",3室1厅 , 122.82平米 , 南 , 精装 , 低楼层,共33层, 板楼
叙成里 精准大两房 中间楼层 看房方便,叙成里 ,江溪, 92万,"12,543元/平",2室2厅 , 73.35平米 , 南 , 精装 , 中楼层,共6层, 板楼
春城小高层 好楼层 单价不高 看房方便,春城家园B区 ,江溪, 95万,"10,438元/平",2室1厅 , 91.02平米 , 南 , 简装 , 高楼层,共15层, 板楼
宝盛花园精装修二房  地铁口   业主诚心出售,宝盛花园 ,江溪, 160万,"17,367元/平",2室2厅 , 92.13平米 , 南 , 精装 , 高楼层,共31层, 板楼
博客山一房 东边套 诚意出售 总价低,博客公寓 ,江溪, 60万,"12,331元/平",1室1厅 , 48.66平米 , 东 北 , 精装 , 高楼层,共30层, 板楼
诚心出售 栋楼层好，位置好通风佳，采光无遮挡,和睦家园 ,坊前, 120万,"13,517元/平",2室2厅 , 88.78平米 , 南 北 , 简装 , 高楼层,共15层, 板楼
新式装修，装修刚二年，保养好，户型南北通透,国信世家溪园 ,坊前, 235万,"17,135元/平",3室2厅 , 137.15平米 , 南 北 , 精装 , 中楼层,共29层, 板楼
江海新村 户型好 总价低 采光充足 位置安静,江海新村 ,塘南, 98万,"15,390元/平",2室1厅 , 63.68平米 , 南 , 简装 , 中楼层,共6层, 板楼
婚装 中上楼层位置优越 前排无遮挡采光刺眼 看房方便,和睦家园 ,坊前, 180万,"20,225元/平",2室2厅 , 89平米 , 南 北 , 精装 , 高楼层,共15层, 板楼
锡春华庭精装两房诚心出售 交通便利 配套成熟,锡春华庭 ,旺庄, 96万,"12,937元/平",2室2厅 , 74.21平米 , 南 , 简装 , 中楼层,共15层, 板塔结合
简装，地铁口，位置不错，诚心出售,江海新村 ,塘南, 155万,"14,747元/平",3室1厅 , 105.11平米 , 南 , 简装 , 中楼层,共7层, 板楼
江海新户型方正 位置安静 采光充足 视野开阔,江海新村 ,塘南, 84万,"11,698元/平",2室1厅 , 71.81平米 , 南 , 简装 , 高楼层,共6层, 板楼
中海旁精装两房、房东急售价格可谈、看房基本随时,和睦家园 ,坊前, 120万,"13,405元/平",2室1厅 , 89.52平米 , 南 北 , 精装 , 低楼层,共15层, 板楼
新都会花园 户型方正 二层 装修好 位置采光好,新都会花园 ,旺庄, 107万,"15,909元/平",1室2厅 , 67.26平米 , 南 , 精装 , 中楼层,共30层, 板塔结合
新都会花园 精装三房 房东自住 诚售中,新都会花园 ,旺庄, 169万,"13,157元/平",3室2厅 , 128.45平米 , 南 , 精装 , 低楼层,共30层, 板楼
新港国际精装修，业主诚心出售。,新港公寓(新吴区) ,旺庄, 152万,"11,125元/平",3室2厅 , 136.64平米 , 南 , 精装 , 中楼层,共32层, 板塔结合
商品房，精装修，总价低，维护保养好,锡春华庭 ,旺庄, 88万,"13,783元/平",2室1厅 , 63.85平米 , 南 , 精装 , 中楼层,共15层, 板塔结合
新吴区旺庄，假日广场旁长欣大厦，精装商品房，急售,长欣大厦 ,旺庄, 135万,"14,211元/平",2室1厅 , 95平米 , 南 北 , 简装 , 中楼层,共29层, 板塔结合
此房满五唯一 精装修 ，户型方正，采光好。,新港公寓(新吴区) ,旺庄, 108万,"11,330元/平",2室1厅 , 95.33平米 , 西南 东南 , 简装 , 中楼层,共32层, 板塔结合
东鼎家园精装两房，配套成熟，业主诚心出售,东鼎家园 ,旺庄, 140万,"15,067元/平",2室1厅 , 92.92平米 , 南 , 精装 , 高楼层,共11层, 塔楼
富力中间楼层，次新小区，保养好，拎包入住！,富力城C区 ,江溪, 158万,"17,793元/平",3室2厅 , 88.8平米 , 南 , 精装 , 高楼层,共32层, 板楼
新都会花园 3室2厅 南 北,新都会花园 ,旺庄, 205万,"13,878元/平",3室2厅 , 147.72平米 , 南 北 , 精装 , 低楼层,共30层, 板楼
地铁口旁精装两房诚心急售！看房方便 配套完善！,新都会花园 ,旺庄, 125万,"18,483元/平",1室2厅 , 67.63平米 , 南 , 精装 , 高楼层,共14层, 板楼
新吴区 地铁口 精装三房 诚意出售,新都会花园 ,旺庄, 169万,"12,833元/平",3室1厅 , 131.7平米 , 南 , 精装 , 低楼层,共30层, 板楼
旺庄东路 新都会精装三房 拎包即住,新都会花园 ,旺庄, 178万,"13,249元/平",3室2厅 , 134.35平米 , 南 , 精装 , 中楼层,共30层, 平房
诚心出售，着急置换，看中可以议价的哦,国信世家溪园 ,坊前, 135万,"15,091元/平",2室2厅 , 89.46平米 , 南 , 精装 , 低楼层,共18层, 板楼
国信世家  户型方正 看重价格可谈,国信世家溪园 ,坊前, 120万,"13,751元/平",2室2厅 , 87.27平米 , 南 , 精装 , 低楼层,共29层, 板楼
国信大三房，满五唯一省个税！！,国信世家溪园 ,坊前, 190万,"13,290元/平",3室2厅 , 142.97平米 , 南 , 精装 , 低楼层,共33层, 板楼
锡春华庭 2室1厅 南,锡春华庭 ,旺庄, 95万,"12,615元/平",2室1厅 , 75.31平米 , 南 , 毛坯 , 低楼层,共15层, 板塔结合
新之城旁和睦大三房、房东急售、楼层好看房基本随时,和睦家园 ,坊前, 178万,"12,426元/平",3室1厅 , 143.25平米 , 南 , 简装 , 高楼层,共27层, 板楼
荟聚旁 地铁口 人车分流 前排视野开阔,华润江南府南区 ,东亭, 178万,"19,962元/平",3室2厅 , 89.17平米 , 南 , 精装 , 高楼层,共33层, 板楼
新都会花园 3室2厅 南,新都会花园 ,旺庄, 190万,"14,861元/平",3室2厅 , 127.86平米 , 南 , 精装 , 中楼层,共30层, 板塔结合
国信世家 大2房 满五唯一税费少 无贷款 无户口诚心售,国信世家溪园 ,坊前, 112万,"12,452元/平",2室2厅 , 89.95平米 , 南 , 简装 , 高楼层,共17层, 板楼
中海寰宇旁 新上商品房 和睦家园 精装两房 满五唯一,和睦家园 ,坊前, 135万,"15,081元/平",2室2厅 , 89.52平米 , 南 , 精装 , 中楼层,共15层, 板楼
荟聚旁 环境优美 通燃气 诚心出售,万商美寓 ,坊前, 70万,"8,377元/平",2室2厅 , 83.57平米 , 南 , 精装 , 中楼层,共30层, 塔楼
房子楼层好位置佳·得房率高毛坯可随意装修,万裕苑二区 ,坊前, 126万,"13,965元/平",2室2厅 , 90.23平米 , 南 北 , 毛坯 , 中楼层,共6层, 板楼
满五年+中yang空调+三开间朝南+中高楼层+采光通风好,万科东郡 ,江溪, 166.5万,"16,944元/平",2室2厅 , 98.27平米 , 南 , 精装 , 高楼层,共30层, 板楼
中间楼层，通透格局 ，成熟小区，小区配套齐全,和睦家园 ,坊前, 132万,"14,743元/平",2室2厅 , 89.54平米 , 南 , 精装 , 中楼层,共27层, 板楼
房子精装两房 临地铁3号线背靠生态园,星尚公寓 ,生态园, 105万,"12,255元/平",2室1厅 , 85.68平米 , 南 , 精装 , 低楼层,共18层, 板塔结合
精装修 70年产权 业主诚心出售    家具家电全留,绅华府 ,生态园, 132万,"11,684元/平",2室2厅 , 112.98平米 , 南 , 精装 , 高楼层,共27层, 板楼
无个税 中间楼层 万科物业 长江路高品质小区,万科金域缇香南区 ,江溪, 210万,"20,395元/平",3室2厅 , 102.97平米 , 南 , 精装 , 中楼层,共33层, 板楼
次新好房 星尚国际  精装修自住好房 首付低 住宅,星尚公寓 ,生态园, 83万,"11,691元/平",1室1厅 , 71平米 , 南 , 精装 , 高楼层,共18层, 板塔结合
新上房源，金域缇香三期精装三房，满五年，诚心卖,万科金域缇香南区 ,江溪, 223万,"19,782元/平",3室2厅 , 112.73平米 , 南 , 精装 , 高楼层,共32层, 板楼
朗诗精装大2房，樶好位置，钻石楼层，保养全新诚心卖,朗诗绿色家园一期 ,新安, 170万,"19,837元/平",2室2厅 , 85.7平米 , 南 , 精装 , 中楼层,共18层, 板塔结合
业主诚心出售 户型房子 中间楼层 小高层住宅,嘉禾广场 ,梅村, 165万,"14,958元/平",2室2厅 , 110.31平米 , 南 , 精装 , 中楼层,共12层, 平房
朗诗三房，三恒系统，采光充足，价格可谈诚心卖,朗诗绿色家园一期 ,新安, 330万,"23,428元/平",4室2厅 , 140.86平米 , 南 北 , 精装 , 高楼层,共18层, 板塔结合
书香国际精装一室小户型出售 看房方便 中间楼层,書香國際公寓 ,梅村, 90万,"18,223元/平",1室1厅 , 49.39平米 , 东 , 精装 , 中楼层,共14层, 板楼
香梅人家.满五唯一.精装修.采光好.看房提前电话联系。,香梅人家 ,梅村, 132万,"14,715元/平",2室2厅 , 89.71平米 , 南 , 精装 , 中楼层,共30层, 板楼
房东诚心出售，毛坯，采光充足，楼层好，交通便利,新安花苑二区 ,新安, 90万,"10,309元/平",2室2厅 , 87.31平米 , 南 北 , 毛坯 , 低楼层,共11层, 板楼
城色佳园精装两房 诚意出售 产权清晰 中上楼层,城色佳园 ,梅村, 122万,"14,731元/平",2室1厅 , 82.82平米 , 南 , 精装 , 高楼层,共18层, 板楼
朗诗物业 统装全新从未入住 家电家具齐全 诚售！！！,朗诗绿色家园二期 ,新安, 278万,"21,256元/平",3室2厅 , 130.79平米 , 南 , 精装 , 中楼层,共23层, 暂无数据
龙湖物业，一室一厅精装修，明电明水，诚心出售,龙湖滟澜山 ,新安, 60万,"12,661元/平",1室1厅 , 47.39平米 , 北 , 精装 , 高楼层,共16层, 板塔结合
朗诗一期大三房，精装带三恒系统，视野好，采光充足,朗诗绿色家园一期 ,新安, 278万,"22,516元/平",3室2厅 , 123.47平米 , 南 , 精装 , 高楼层,共26层, 板塔结合
朗诗一期，三恒系统，四季如春，科技住宅，方便看房,朗诗绿色家园一期 ,新安, 188万,"21,937元/平",2室2厅 , 85.7平米 , 南 , 精装 , 高楼层,共18层, 板塔结合
朗诗三恒房 中高楼层 采光棒 视野佳,朗诗绿色家园一期 ,新安, 175万,"20,099元/平",2室2厅 , 87.07平米 , 南 , 精装 , 中楼层,共18层, 板塔结合
本房商品房已满五 采光视野好 小区位置核&心商圈,锡梅花园 ,梅村, 165万,"14,326元/平",2室2厅 , 115.18平米 , 南 北 , 精装 , 高楼层,共18层, 板楼
香梅人家 精装三房 中间楼层  采光无遮挡,香梅人家 ,梅村, 168万,"15,797元/平",3室1厅 , 106.35平米 , 南 北 , 精装 , 中楼层,共25层, 板楼
楼层优越 采光给力 位置好，精装修，看房方便,新安花苑三区 ,新安, 150万,"11,150元/平",4室1厅 , 134.54平米 , 南 , 精装 , 高楼层,共18层, 板塔结合
锡梅花园南北通透大两房，业主自住保养好,锡梅花园 ,梅村, 140万,"14,867元/平",2室2厅 , 94.17平米 , 南 北 , 精装 , 中楼层,共18层, 板楼
此房格局好，楼层好，视野开阔，业主诚心出售,积水住宅裕沁湖畔庭 ,新安, 388万,"26,778元/平",3室2厅 , 144.9平米 , 南 , 精装 , 中楼层,共11层, 板楼
龙湖滟澜山2房可看太湖全景采光充足视野开阔居住舒适,龙湖滟澜山 ,新安, 210万,"23,596元/平",2室1厅 , 89平米 , 南 , 精装 , 中楼层,共16层, 板塔结合
万科维园 品质小区 满二户型方正 视野开阔 诚心出售,万科维园 ,梅村, 140万,"16,178元/平",2室2厅 , 86.54平米 , 南 , 毛坯 , 高楼层,共28层, 塔楼
嘉和广场+满五+诚心售+随时看,嘉禾广场 ,梅村, 133万,"13,086元/平",3室1厅 , 101.64平米 , 南 , 简装 , 低楼层,共12层, 平房
上叠  三层  视野好  实用大  5房  前后晒台  钥匙房,阿卡迪亚（天骄观邸） ,新安, 400万,"22,696元/平",5室2厅 , 176.25平米 , 南 , 简装 ,,, 板楼
边户大三房精装三恒系统 保养新 房东诚心出售价格可谈,朗诗绿色家园一期 ,新安, 285万,"19,851元/平",3室2厅 , 143.57平米 , 南 北 , 精装 , 低楼层,共26层, 板塔结合
书香国际   精装一室  中间楼层   随时看房,書香國際公寓 ,梅村, 90万,"18,223元/平",1室1厅 , 49.39平米 , 东 , 其他 , 高楼层,共14层, 板楼
精装大两房两卫加个储物间 中间楼层 小区位置好,锡梅花园 ,梅村, 150万,"13,356元/平",2室2厅 , 112.31平米 , 南 , 精装 , 中楼层,共18层, 板楼
绅华府 精装一室 业主诚心买 随时看房,绅华府 ,生态园, 97.9万,"11,804元/平",1室1厅 , 82.94平米 , 西南 , 精装 , 高楼层,共27层, 板楼
龙湖物业，湖景房，太湖边，空气好，绿化多，环境好,龙湖滟澜山 ,新安, 230万,"25,858元/平",2室1厅 , 88.95平米 , 南 , 精装 , 高楼层,共16层, 板塔结合
城色佳园南北通透大两房，满五唯一，诚心出售,城色佳园 ,梅村, 150万,"13,079元/平",2室2厅 , 114.69平米 , 南 北 , 毛坯 , 低楼层,共11层, 板楼
朗诗绿色家园二期，楼层好保养好，视野开阔，看房方便,朗诗绿色家园二期 ,新安, 248万,"20,549元/平",3室2厅 , 120.69平米 , 南 , 精装 , 高楼层,共23层, 板塔结合
此房已满五 采光视野好 小区佳位置,锡梅花园 ,梅村, 95万,"10,083元/平",2室2厅 , 94.22平米 , 南 , 简装 , 高楼层,共15层, 板楼
三恒系统 纯边户大三房 统装交付保养新 带车位,朗诗绿色家园一期 ,新安, 340万,"24,007元/平",3室2厅 , 141.63平米 , 南 , 精装 , 低楼层,共18层, 板塔结合
新丰苑三期 电梯房 中间楼层 包土出 看房方便 诚心售,新丰苑三期 ,坊前, 125万,"13,713元/平",2室2厅 , 91.16平米 , 南 , 简装 , 高楼层,共33层, 板楼
